BS_ID,SITE_ABREVIATION,COLLECTION DATE,SAMPTYPE,TRAP_NUMBER,TC_ID,ORDER,FAMILY,CF,LIFE CYCLE STAGE,TOTAL COUNT,IDENTIFIER,NOTES
128,ES,6/3/10,E-trap,4,546,Diptera,Simuliidae,FALSE,Adult,5,PTK,
128,ES,6/3/10,E-trap,4,547,Diptera,Ephydridae,FALSE,Adult,11,PTK,
128,ES,6/3/10,E-trap,4,548,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
128,ES,6/3/10,E-trap,4,549,Diptera,Chironomidae,FALSE,Adult,28,PTK,
129,ES,6/3/10,E-trap,5,550,Diptera,Muscidae,FALSE,Adult,1,SME,
129,ES,6/3/10,E-trap,5,551,Diptera,Ephydridae,FALSE,Adult,10,SME,
129,ES,6/3/10,E-trap,5,552,Diptera,Phoridae,FALSE,Adult,1,SME,
129,ES,6/3/10,E-trap,5,553,Diptera,Ephydridae,FALSE,Adult,1,SME,
129,ES,6/3/10,E-trap,5,554,Diptera,Chironomidae,FALSE,Adult,55,SME,
129,ES,6/3/10,E-trap,5,555,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
129,ES,6/3/10,E-trap,5,556,Coleoptera,Terrestrial,FALSE,Adult,1,SME,
130,EN,6/3/10,E-trap,1,557,Diptera,Chironomidae,FALSE,Adult,20,SME,
130,EN,6/3/10,E-trap,1,558,Diptera,Phoridae,FALSE,Adult,1,SME,
130,EN,6/3/10,E-trap,1,559,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
130,EN,6/3/10,E-trap,1,560,Coleoptera,Chrysomelidae,FALSE,Adult,1,SME
131,EN,6/3/10,E-trap,2,561,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK
131,EN,6/3/10,E-trap,2,562,Diptera,Simuliidae,FALSE,Adult,1,PTK
131,EN,6/3/10,E-trap,2,563,Diptera,Ephydridae,FALSE,Adult,6,PTK
131,EN,6/3/10,E-trap,2,564,Diptera,Chironomidae,FALSE,Adult,9,PTK
131,EN,6/3/10,E-trap,2,565,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK
132,EN,6/3/10,E-trap,3,566,Diptera,Scathophagidae,FALSE,Adult,3,PTK
132,EN,6/3/10,E-trap,3,567,Diptera,Phoridae,FALSE,Adult,1,PTK
132,EN,6/3/10,E-trap,3,568,Diptera,Ephydridae,FALSE,Adult,4,PTK
132,EN,6/3/10,E-trap,3,569,Diptera,Ceratopogonidae,FALSE,Adult,4,PTK
132,EN,6/3/10,E-trap,3,570,Diptera,Chironomidae,FALSE,Adult,48,PTK
132,EN,6/3/10,E-trap,3,571,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK
132,EN,6/3/10,E-trap,3,572,Hymenoptera,Mymacidae,FALSE,Adult,1,PTK
133,EN,6/3/10,E-trap,4,573,Diptera,Scathophagidae,FALSE,Adult,1,SME
133,EN,6/3/10,E-trap,4,574,Diptera,Ephydridae,FALSE,Adult,1,SME
133,EN,6/3/10,E-trap,4,575,Diptera,Phoridae,FALSE,Adult,1,SME
133,EN,6/3/10,E-trap,4,576,Diptera,Chironomidae,FALSE,Adult,29,SME,
133,EN,6/3/10,E-trap,4,577,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
133,EN,6/3/10,E-trap,4,578,Odonata,Coenagrionidae,FALSE,Adult,3,SME,
133,EN,6/3/10,E-trap,4,579,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
134,EN,6/3/10,E-trap,5,580,Hymenoptera,Scelionidae,FALSE,Adult,2,SME,
134,EN,6/3/10,E-trap,5,581,Trichoptera,Leptoceridae,FALSE,Adult,2,SME,
134,EN,6/3/10,E-trap,5,582,Diptera,Chironomidae,FALSE,Adult,37,SME,
134,EN,6/3/10,E-trap,5,583,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
134,EN,6/3/10,E-trap,5,584,Diptera,Empididae,FALSE,Adult,30,SME,
135,BN,6/7/10,E-trap,1,585,Diptera,Chironomidae,FALSE,Adult,87,SME,
135,BN,6/7/10,E-trap,1,586,Diptera,Simuliidae,FALSE,Adult,1,SME,
135,BN,6/7/10,E-trap,1,587,Diptera,Ephydridae,FALSE,Adult,1,SME,
135,BN,6/7/10,E-trap,1,588,Hymenoptera,Scelionidae,FALSE,Adult,2,SME,
135,BN,6/7/10,E-trap,1,589,Hymenoptera,Figitidae,FALSE,Adult,1,SME,
135,BN,6/7/10,E-trap,1,590,Coleoptera,Curculiondae,FALSE,Adult,1,SME,
135,BN,6/7/10,E-trap,1,591,Coleoptera,,TRUE,Adult,1,SME,Have Dr. Haro check
135,BN,6/7/10,E-trap,1,592,Trichoptera,Hydropsychidae,FALSE,Adult,3,SME,
136,BN,6/7/10,E-trap,2,593,Diptera,Chironomidae,FALSE,Adult,6,SME,
137,BN,6/7/10,E-trap,3,594,Diptera,Chironomidae,FALSE,Adult,38,SME,
137,BN,6/7/10,E-trap,3,595,Hymenoptera,Braconidae,FALSE,Adult,1,SME,
137,BN,6/7/10,E-trap,3,596,Coleoptera,Chrysomelidae,FALSE,Adult,1,SME,
137,BN,6/7/10,E-trap,3,597,Trichoptera,Hydropsychidae,FALSE,Adult,1,SME,
138,BN,6/7/10,E-trap,4,598,Diptera,Ephydridae,FALSE,Adult,2,SME,
138,BN,6/7/10,E-trap,4,599,Diptera,Chironomidae,FALSE,Adult,14,SME,
138,BN,6/7/10,E-trap,4,600,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
139,BN,6/7/10,E-trap,5,601,Diptera,Chironomidae,FALSE,Adult,24,SME,
139,BN,6/7/10,E-trap,5,602,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
140,BS,6/7/10,E-trap,1,603,Diptera,Ephydridae,FALSE,Adult,5,SME,
140,BS,6/7/10,E-trap,1,604,Diptera,Chironomidae,FALSE,Adult,46,SME,"2 D, 44 I"
141,BS,6/7/10,E-trap,2,605,Diptera,Chironomidae,FALSE,Adult,53,SME,"5 D, 48 I"
141,BS,6/7/10,E-trap,2,606,Diptera,Empididae,FALSE,Adult,11,SME,
141,BS,6/7/10,E-trap,2,607,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
141,BS,6/7/10,E-trap,2,608,Hymenoptera,Diapriidae,FALSE,Adult,1,SME,
141,BS,6/7/10,E-trap,2,609,Trichoptera,Hydropsychidae,FALSE,Adult,1,SME,IN VOUCHER SAMPLE
142,BS,6/7/10,E-trap,3,610,Diptera,Chironomidae,FALSE,Adult,29,SME,
142,BS,6/7/10,E-trap,3,611,Diptera,Empididae,FALSE,Adult,11,SME,
143,BS,6/7/10,E-trap,4,612,Diptera,Chironomidae,FALSE,Adult,50,SME,39 i
143,BS,6/7/10,E-trap,4,613,Diptera,Ephydridae,FALSE,Adult,6,SME,
143,BS,6/7/10,E-trap,4,614,Diptera,Unknown Diptera,FALSE,Adult,1,SME,To be checked at a later date
143,BS,6/7/10,E-trap,4,615,Hymenoptera,Figitidae,FALSE,Adult,1,SME,
144,BS,6/7/10,E-trap,5,616,Diptera,Dolichopodidae,FALSE,Adult,1,SME,
144,BS,6/7/10,E-trap,5,617,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
144,BS,6/7/10,E-trap,5,618,Diptera,Chironomidae,FALSE,Adult,52,SME,45 I
145,EN,6/8/10,E-trap,1,619,Diptera,Chironomidae,FALSE,Adult,47,SME,36 F
145,EN,6/8/10,E-trap,1,620,Odonata,Coenagrionidae,FALSE,Adult,2,SME,
145,EN,6/8/10,E-trap,1,621,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
146,EN,6/8/10,E-trap,2,622,Diptera,Chironomidae,FALSE,Adult,59,SME,
146,EN,6/8/10,E-trap,2,623,Diptera,Phoridae,FALSE,Adult,1,SME,
146,EN,6/8/10,E-trap,2,624,Diptera,Ephydridae,FALSE,Adult,3,SME,
146,EN,6/8/10,E-trap,2,625,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
147,EN,6/8/10,E-trap,3,626,Diptera,Chironomidae,FALSE,Adult,27,SME,
147,EN,6/8/10,E-trap,3,627,Diptera,Chaoboridae,FALSE,Adult,1,SME,
147,EN,6/8/10,E-trap,3,628,Diptera,Phoridae,FALSE,Adult,1,SME,
147,EN,6/8/10,E-trap,3,629,Diptera,Ephydridae,FALSE,Adult,4,SME,
147,EN,6/8/10,E-trap,3,630,Odonata,Coenagrionidae,FALSE,Adult,1,SME,
147,EN,6/8/10,E-trap,3,631,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
147,EN,6/8/10,E-trap,3,632,Trichoptera,Hydropsychidae,FALSE,Adult,1,SME,
148,EN,6/8/10,E-trap,4,633,Diptera,Chironomidae,FALSE,Adult,45,SME,
148,EN,6/8/10,E-trap,4,634,Diptera,Scathophagidae,FALSE,Adult,1,SME,
148,EN,6/8/10,E-trap,4,635,Diptera,Ephydridae,FALSE,Adult,1,SME,
148,EN,6/8/10,E-trap,4,636,Odonata,Coenagrionidae,FALSE,Adult,1,SME,
148,EN,6/8/10,E-trap,4,637,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
148,EN,6/8/10,E-trap,4,638,Ephemeroptera,,TRUE,Adult,1,SME,"Missing wings, probably Baetidae"
149,EN,6/8/10,E-trap,5,639,Diptera,Chironomidae,FALSE,Adult,55,SME,35 F
149,EN,6/8/10,E-trap,5,640,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
149,EN,6/8/10,E-trap,5,641,Diptera,Ephydridae,FALSE,Adult,3,SME,
149,EN,6/8/10,E-trap,5,642,Ephemeroptera,Baetidae,FALSE,Adult,3,SME,
149,EN,6/8/10,E-trap,5,643,Diptera,Psychodidae,FALSE,Adult,1,SME,Ask Dr. Haro
150,ES,6/8/10,E-trap,1,644,Diptera,Chironomidae,FALSE,Adult,49,PTK,
151,ES,6/8/10,E-trap,2,645,Diptera,Empididae,FALSE,Adult,1,PTK,
151,ES,6/8/10,E-trap,2,646,Diptera,Ephydridae,FALSE,Adult,1,PTK,
151,ES,6/8/10,E-trap,2,647,Diptera,Phoridae,FALSE,Adult,1,PTK,
151,ES,6/8/10,E-trap,2,648,Diptera,Chironomidae,FALSE,Adult,18,PTK,
151,ES,6/8/10,E-trap,2,649,Trichoptera,Leptoceridae,FALSE,Adult,2,PTK,
151,ES,6/8/10,E-trap,2,650,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,"a little smashed, missing parts of wings"
152,ES,6/8/10,E-trap,3,651,Odonata,Coenagrionidae,FALSE,Adult,2,PTK,
152,ES,6/8/10,E-trap,3,652,Diptera,Ephydridae,FALSE,Adult,1,PTK,
152,ES,6/8/10,E-trap,3,653,Diptera,Chironomidae,FALSE,Adult,37,PTK,
153,ES,6/8/10,E-trap,4,654,Hymenoptera,Ichneumonidae,FALSE,Adult,1,PTK,
153,ES,6/8/10,E-trap,4,655,Hymenoptera,Scelionidae,FALSE,Adult,1,PTK,
153,ES,6/8/10,E-trap,4,656,Diptera,Chironomidae,FALSE,Adult,44,PTK
153,ES,6/8/10,E-trap,4,657,Diptera,Muscidae,FALSE,Adult,1,PTK
153,ES,6/8/10,E-trap,4,658,Diptera,Ephydridae,FALSE,Adult,11,PTK
153,ES,6/8/10,E-trap,4,659,Diptera,Empididae,FALSE,Adult,1,PTK
154,ES,6/8/10,E-trap,5,660,Coleoptera,Cerambycidae,FALSE,Adult,1,PTK
154,ES,6/8/10,E-trap,5,661,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK
154,ES,6/8/10,E-trap,5,662,Hymenoptera,Scelionidae,FALSE,Adult,1,PTK
154,ES,6/8/10,E-trap,5,663,Diptera,Ephydridae,FALSE,Adult,2,PTK
154,ES,6/8/10,E-trap,5,664,Diptera,Empididae,FALSE,Adult,1,PTK
154,ES,6/8/10,E-trap,5,665,Diptera,Chironomidae,FALSE,Adult,52,PTK
155,BS,6/10/10,E-trap,1,666,Diptera,Chironomidae,FALSE,Adult,59,SME
155,BS,6/10/10,E-trap,1,667,Diptera,Simuliidae,FALSE,Adult,1,SME
155,BS,6/10/10,E-trap,1,668,Diptera,Ephydridae,FALSE,Adult,2,SME
155,BS,6/10/10,E-trap,1,669,Coleoptera,Chrysomelidae,FALSE,Adult,1,SME
155,BS,6/10/10,E-trap,1,670,Trichoptera,Hydropsychidae,FALSE,Adult,1,SME
155,BS,6/10/10,E-trap,1,671,Ephemeroptera,Baetidae,FALSE,Adult,1,SME
155,BS,6/10/10,E-trap,1,672,UNKNOWN,UNKNOWN,FALSE,Adult,1,SME,Ask Dr. Haro
156,BS,6/10/10,E-trap,2,673,Diptera,Chironomidae,FALSE,Adult,60,SME,
156,BS,6/10/10,E-trap,2,674,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
156,BS,6/10/10,E-trap,2,675,Diptera,Ephydridae,FALSE,Adult,1,SME,
157,BS,6/10/10,E-trap,3,676,Diptera,Chironomidae,FALSE,Adult,25,SME,
157,BS,6/10/10,E-trap,3,677,Diptera,Ephydridae,FALSE,Adult,4,SME,
157,BS,6/10/10,E-trap,3,678,Coleoptera,Chrysomelidae,FALSE,Adult,2,SME,
157,BS,6/10/10,E-trap,3,679,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
158,BS,6/10/10,E-trap,4,680,Diptera,Chironomidae,FALSE,Adult,83,SME,"38 D, 38 I"
158,BS,6/10/10,E-trap,4,681,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
158,BS,6/10/10,E-trap,4,682,Diptera,Phoridae,FALSE,Adult,1,SME,
159,BS,6/10/10,E-trap,5,683,Diptera,Chironomidae,FALSE,Adult,57,SME,
159,BS,6/10/10,E-trap,5,684,Diptera,Ceratopogonidae,FALSE,Adult,3,SME,
159,BS,6/10/10,E-trap,5,685,Diptera,Ephydridae,FALSE,Adult,1,SME,
159,BS,6/10/10,E-trap,5,686,Diptera,Simuliidae,FALSE,Adult,1,SME,
159,BS,6/10/10,E-trap,5,687,Trichoptera,Hydropsychidae,FALSE,Adult,1,SME,
160,BN,6/10/10,E-trap,1,688,Hymenoptera,Pompilidae,FALSE,Adult,1,PTK,
160,BN,6/10/10,E-trap,1,689,Diptera,Chironomidae,FALSE,Adult,84,PTK,
160,BN,6/10/10,E-trap,1,690,Diptera,Ephydridae,FALSE,Adult,3,PTK,
160,BN,6/10/10,E-trap,1,691,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
160,BN,6/10/10,E-trap,1,692,Trichoptera,Dipseudopsidae,FALSE,Adult,4,PTK,
161,BN,6/10/10,E-trap,2,693,Diptera,Chironomidae,FALSE,Adult,11,PTK,
162,BN,6/10/10,E-trap,3,694,Diptera,Chironomidae,FALSE,Adult,25,PTK,
162,BN,6/10/10,E-trap,3,695,Diptera,Simuliidae,FALSE,Adult,1,PTK,
163,BN,6/10/10,E-trap,4,696,Hymenoptera,Scelionidae,FALSE,Adult,2,PTK,"one in poor shape, and hard to see"
163,BN,6/10/10,E-trap,4,697,Diptera,Muscidae,FALSE,Adult,1,PTK,
163,BN,6/10/10,E-trap,4,698,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
164,BN,6/10/10,E-trap,5,699,Hymenoptera,Scelionidae,FALSE,Adult,1,PTK,
164,BN,6/10/10,E-trap,5,700,Diptera,Chironomidae,FALSE,Adult,18,PTK,
165,EN,6/11/10,E-trap,1,701,Diptera,Chironomidae,FALSE,Adult,72,SME,
165,EN,6/11/10,E-trap,1,702,Diptera,Ephydridae,FALSE,Adult,1,SME,
166,EN,6/11/10,E-trap,2,703,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,
166,EN,6/11/10,E-trap,2,704,Diptera,Chironomidae,FALSE,Adult,83,PTK,61 J
166,EN,6/11/10,E-trap,2,705,Ephemeroptera,Caenidae,FALSE,Adult,1,PTK,
167,EN,6/11/10,E-trap,3,706,Ephemeroptera,Caenidae,FALSE,Adult,1,PTK,in poor condition
167,EN,6/11/10,E-trap,3,707,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
167,EN,6/11/10,E-trap,3,708,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
167,EN,6/11/10,E-trap,3,709,Diptera,Ephydridae,FALSE,Adult,3,PTK,
167,EN,6/11/10,E-trap,3,710,Diptera,Chironomidae,FALSE,Adult,43,PTK,most in poor condition
168,EN,6/11/10,E-trap,4,711,Diptera,Chironomidae,FALSE,Adult,62,SME,
168,EN,6/11/10,E-trap,4,712,Diptera,Ephydridae,FALSE,Adult,1,SME,
169,EN,6/11/10,E-trap,5,713,Diptera,Chironomidae,FALSE,Adult,59,SME,"35 J, REST OF UNWEIGHED UN-ID'ABLE"
169,EN,6/11/10,E-trap,5,714,Diptera,Phoridae,FALSE,Adult,1,SME,
169,EN,6/11/10,E-trap,5,715,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
170,ES,6/11/10,E-trap,1,716,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,
170,ES,6/11/10,E-trap,1,717,Diptera,Chironomidae,FALSE,Adult,87,PTK,REMAINING ALL C
171,ES,6/11/10,E-trap,2,718,Coleoptera,Carabidae,FALSE,Adult,1,PTK,
171,ES,6/11/10,E-trap,2,719,Diptera,Chironomidae,FALSE,Adult,40,PTK,REST OF UNWEIGHED UN-ID'ABLE
171,ES,6/11/10,E-trap,2,720,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
172,ES,6/11/10,E-trap,3,721,Ephemeroptera,Caenidae,FALSE,Adult,1,PTK,
172,ES,6/11/10,E-trap,3,722,Diptera,Chironomidae,FALSE,Adult,28,PTK,
172,ES,6/11/10,E-trap,3,723,Odonata,Coenagrionidae,FALSE,Adult,2,PTK,
173,ES,6/11/10,E-trap,4,724,Diptera,Ephydridae,FALSE,Adult,1,PTK,
173,ES,6/11/10,E-trap,4,725,Diptera,Chironomidae,FALSE,Adult,14,PTK,
174,ES,6/11/10,E-trap,5,726,Diptera,Chironomidae,FALSE,Adult,45,PTK,REST OF UNWEIGHED ONLY PARTS
174,ES,6/11/10,E-trap,5,727,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
175,BS,6/14/10,E-trap,1,728,Hymenoptera,Diapriidae,FALSE,Adult,1,PTK,
175,BS,6/14/10,E-trap,1,729,Diptera,Chironomidae,FALSE,Adult,53,PTK,
175,BS,6/14/10,E-trap,1,730,Diptera,Simuliidae,FALSE,Adult,2,PTK,
176,BS,6/14/10,E-trap,2,731,Diptera,Chironomidae,FALSE,Adult,71,PTK,
177,BS,6/14/10,E-trap,3,732,Diptera,Chironomidae,FALSE,Adult,72,PTK,
177,BS,6/14/10,E-trap,3,733,Diptera,Ephydridae,FALSE,Adult,3,PTK,one ripped in half
177,BS,6/14/10,E-trap,3,734,Diptera,Phoridae,FALSE,Adult,1,PTK,
178,BS,6/14/10,E-trap,4,735,Diptera,Chironomidae,FALSE,Adult,131,PTK,"32 D, NON-WIEGHED ALL I"
178,BS,6/14/10,E-trap,4,736,Diptera,Ephydridae,FALSE,Adult,1,PTK,
178,BS,6/14/10,E-trap,4,737,Diptera,Ephydridae,FALSE,Adult,1,PTK,? Have Dr. Haro look
178,BS,6/14/10,E-trap,4,738,Diptera,Simuliidae,FALSE,Adult,2,PTK,
178,BS,6/14/10,E-trap,4,739,Hymenoptera,Scelionidae,FALSE,Adult,1,PTK,
179,BS,6/14/10,E-trap,5,740,Diptera,Chironomidae,FALSE,Adult,73,PTK,
179,BS,6/14/10,E-trap,5,741,Diptera,Phoridae,FALSE,Adult,1,PTK,
180,BN,6/17/10,E-trap,1,742,Coleoptera,Carabidae,FALSE,Adult,1,PTK,in poor shape
180,BN,6/17/10,E-trap,1,743,Coleoptera,Cerambycidae,FALSE,Adult,2,PTK,
180,BN,6/17/10,E-trap,1,744,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,
180,BN,6/17/10,E-trap,1,745,Trichoptera,Dipseudopsidae,FALSE,Adult,4,PTK,
180,BN,6/17/10,E-trap,1,746,Diptera,Chironomidae,FALSE,Adult,26,PTK,
180,BN,6/17/10,E-trap,1,747,Diptera,Syrphidae,FALSE,Adult,1,PTK,
180,BN,6/17/10,E-trap,1,748,Diptera,Ephydridae,FALSE,Adult,2,PTK,
180,BN,6/17/10,E-trap,1,749,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
180,BN,6/17/10,E-trap,1,750,Diptera,Muscidae,FALSE,Adult,1,PTK,
180,BN,6/17/10,E-trap,1,751,Diptera,Empididae,FALSE,Adult,1,PTK,
181,BN,6/17/10,E-trap,2,752,Diptera,Chironomidae,FALSE,Adult,14,PTK,
182,BN,6/17/10,E-trap,3,753,Diptera,Simuliidae,FALSE,Adult,1,PTK,
182,BN,6/17/10,E-trap,3,754,Diptera,Chironomidae,FALSE,Adult,36,PTK,REST OF UNWEIGHED J IN BAD SHAPE
183,BN,6/17/10,E-trap,4,755,Coleoptera,Carabidae,FALSE,Adult,1,PTK,
183,BN,6/17/10,E-trap,4,756,Hemiptera,Terrestrial Hemiptera,FALSE,Adult,1,PTK,Not aquatic
183,BN,6/17/10,E-trap,4,757,Diptera,Chironomidae,FALSE,Adult,23,PTK,
183,BN,6/17/10,E-trap,4,758,Diptera,Simuliidae,FALSE,Adult,2,PTK,
183,BN,6/17/10,E-trap,4,759,Diptera,Ephydridae,FALSE,Adult,3,PTK,
184,BN,6/17/10,E-trap,5,760,Diptera,Chironomidae,FALSE,Adult,7,SME,
185,BS,6/17/10,E-trap,1,761,Diptera,Chironomidae,FALSE,Adult,32,SME,
185,BS,6/17/10,E-trap,1,762,Diptera,Ephydridae,FALSE,Adult,1,SME,
186,BS,6/17/10,E-trap,2,763,Diptera,Chironomidae,FALSE,Adult,29,SME,
187,BS,6/17/10,E-trap,3,764,Coleoptera,Carabidae,FALSE,Adult,1,PTK,
187,BS,6/17/10,E-trap,3,765,Diptera,Chironomidae,FALSE,Adult,30,PTK,
187,BS,6/17/10,E-trap,3,766,Diptera,Lanchopteridae,FALSE,Adult,1,PTK,
187,BS,6/17/10,E-trap,3,767,Diptera,Dolichopodidae,FALSE,Adult,2,PTK,
187,BS,6/17/10,E-trap,3,768,Diptera,Ephydridae,FALSE,Adult,1,PTK,
187,BS,6/17/10,E-trap,3,769,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
188,BS,6/17/10,E-trap,4,770,Hymenoptera,Figitidae,FALSE,Adult,1,PTK,
188,BS,6/17/10,E-trap,4,771,Diptera,Chironomidae,FALSE,Adult,65,PTK,REST ALL I
188,BS,6/17/10,E-trap,4,772,Diptera,Simuliidae,FALSE,Adult,1,PTK,
189,BS,6/17/10,E-trap,5,773,Diptera,Chironomidae,FALSE,Adult,41,SME,
190,EN,6/18/10,E-trap,1,774,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK,
190,EN,6/18/10,E-trap,1,775,Diptera,Chironomidae,FALSE,Adult,31,PTK,
190,EN,6/18/10,E-trap,1,776,Diptera,Stratiomyzidae,FALSE,Adult,1,PTK,
190,EN,6/18/10,E-trap,1,777,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
191,EN,6/18/10,E-trap,2,778,Diptera,Chironomidae,FALSE,Adult,16,PTK,
191,EN,6/18/10,E-trap,2,779,Diptera,Ephydridae,FALSE,Adult,1,PTK,
192,EN,6/18/10,E-trap,3,780,Coleoptera,Carabidae,FALSE,Adult,2,PTK,
192,EN,6/18/10,E-trap,3,781,Diptera,Chironomidae,FALSE,Adult,64,PTK,REST G
192,EN,6/18/10,E-trap,3,782,Diptera,Ephydridae,FALSE,Adult,3,PTK,
192,EN,6/18/10,E-trap,3,783,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
192,EN,6/18/10,E-trap,3,784,Trichoptera,Leptoceridae,FALSE,Adult,2,PTK,one in poor shape
193,EN,6/18/10,E-trap,4,785,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,
193,EN,6/18/10,E-trap,4,786,Diptera,Chironomidae,FALSE,Adult,36,PTK,REST ALL G
194,EN,6/18/10,E-trap,5,787,Hymenoptera,Scelionidae,FALSE,Adult,2,PTK,one missing head
194,EN,6/18/10,E-trap,5,788,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK,missing antenna
194,EN,6/18/10,E-trap,5,789,Diptera,Chironomidae,FALSE,Adult,40,PTK,
194,EN,6/18/10,E-trap,5,790,Diptera,Ephydridae,FALSE,Adult,1,PTK,
195,BN,6/14/10,E-trap,1,791,Diptera,Chironomidae,FALSE,Adult,59,PTK,
195,BN,6/14/10,E-trap,1,792,Diptera,Ephydridae,FALSE,Adult,1,PTK,
195,BN,6/14/10,E-trap,1,793,Diptera,Phoridae,FALSE,Adult,1,PTK,
196,BN,6/14/10,E-trap,2,794,Hymenoptera,Pteromalidae,FALSE,Adult,1,PTK,
196,BN,6/14/10,E-trap,2,795,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
196,BN,6/14/10,E-trap,2,796,Diptera,Chironomidae,FALSE,Adult,8,PTK,
197,BN,6/14/10,E-trap,3,797,Diptera,Chaoboridae,FALSE,Adult,1,PTK,
197,BN,6/14/10,E-trap,3,798,Diptera,Chironomidae,FALSE,Adult,40,PTK,
197,BN,6/14/10,E-trap,3,799,Diptera,Phoridae,FALSE,Adult,1,PTK,
198,BN,6/14/10,E-trap,4,800,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK
198,BN,6/14/10,E-trap,4,801,Diptera,Chironomidae,FALSE,Adult,44,PTK
198,BN,6/14/10,E-trap,4,802,Diptera,Ephydridae,FALSE,Adult,4,PTK
199,BN,6/14/10,E-trap,5,803,Diptera,Chironomidae,FALSE,Adult,25,PTK
200,ES,6/15/10,E-trap,1,804,Trichoptera,Hydroptilidae,FALSE,Adult,6,PTK
200,ES,6/15/10,E-trap,1,805,Diptera,Chironomidae,FALSE,Adult,43,PTK
201,ES,6/15/10,E-trap,2,806,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK
201,ES,6/15/10,E-trap,2,807,Diptera,Chironomidae,FALSE,Adult,30,PTK
201,ES,6/15/10,E-trap,2,808,Diptera,Scathophagidae,FALSE,Adult,1,PTK
201,ES,6/15/10,E-trap,2,809,Diptera,Ephydridae,FALSE,Adult,1,PTK
201,ES,6/15/10,E-trap,2,810,Diptera,Ephydridae,FALSE,Adult,1,PTK
202,ES,6/15/10,E-trap,3,811,Ephemeroptera,Caenidae,FALSE,Adult,1,PTK
202,ES,6/15/10,E-trap,3,812,Odonata,Coenagrionidae,FALSE,Adult,6,PTK
202,ES,6/15/10,E-trap,3,813,Diptera,Ephydridae,FALSE,Adult,2,PTK
202,ES,6/15/10,E-trap,3,814,Diptera,Phoridae,FALSE,Adult,1,PTK
202,ES,6/15/10,E-trap,3,815,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK
202,ES,6/15/10,E-trap,3,816,Diptera,Chironomidae,FALSE,Adult,54,PTK
202,ES,6/15/10,E-trap,3,817,Coleoptera,Carabidae,FALSE,Adult,1,PTK
203,ES,6/15/10,E-trap,4,818,Hymenoptera,Scelionidae,FALSE,Adult,2,PTK
203,ES,6/15/10,E-trap,4,819,Diptera,Scathophagidae,FALSE,Adult,1,PTK
203,ES,6/15/10,E-trap,4,820,Diptera,Ephydridae,FALSE,Adult,10,PTK
203,ES,6/15/10,E-trap,4,821,Diptera,Chironomidae,FALSE,Adult,102,PTK
203,ES,6/15/10,E-trap,4,822,Odonata,Coenagrionidae,FALSE,Adult,1,PTK
203,ES,6/15/10,E-trap,4,823,Coleoptera,Cerambycidae,FALSE,Adult,1,PTK
203,ES,6/15/10,E-trap,4,824,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK
